# Program:featureCounts v2.0.1; Command:"featureCounts" "-s2" "-T" "1" "-a" "annotation/hg38.small.gtf.gz" "-o" "rnaseq_samples/featurecounts.txt" "rnaseq_samples/A549_dBet6_1h_1/A549_dBet6_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_dBet6_1h_2/A549_dBet6_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_dBet6_6h_1/A549_dBet6_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_dBet6_6h_2/A549_dBet6_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_DMSO_1h_1/A549_DMSO_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_DMSO_1h_2/A549_DMSO_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_DMSO_6h_1/A549_DMSO_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_DMSO_6h_2/A549_DMSO_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_JQ1_1h_1/A549_JQ1_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_JQ1_1h_2/A549_JQ1_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_JQ1_6h_1/A549_JQ1_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_dBet6_1h_1/HAP1_dBet6_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_dBet6_1h_2/HAP1_dBet6_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_dBet6_6h_1/HAP1_dBet6_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_dBet6_6h_2/HAP1_dBet6_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_DMSO_1h_1/HAP1_DMSO_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_DMSO_1h_2/HAP1_DMSO_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_DMSO_6h_1/HAP1_DMSO_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_DMSO_6h_2/HAP1_DMSO_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_JQ1_1h_1/HAP1_JQ1_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_JQ1_1h_2/HAP1_JQ1_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_JQ1_6h_1/HAP1_JQ1_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_JQ1_6h_2/HAP1_JQ1_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/outlier_HAP1_dBet6_1h_1/outlier_HAP1_dBet6_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_dBet6_1h_2/K562_dBet6_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_dBet6_6h_1/K562_dBet6_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_dBet6_6h_2/K562_dBet6_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_DMSO_1h_1/K562_DMSO_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_DMSO_1h_2/K562_DMSO_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_DMSO_6h_1/K562_DMSO_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_DMSO_6h_2/K562_DMSO_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_JQ1_1h_1/K562_JQ1_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_JQ1_1h_2/K562_JQ1_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_JQ1_6h_1/K562_JQ1_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_JQ1_6h_2/K562_JQ1_6h_2.small.single.cutadapt.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	rnaseq_samples/A549_dBet6_1h_1/A549_dBet6_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_dBet6_1h_2/A549_dBet6_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_dBet6_6h_1/A549_dBet6_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_dBet6_6h_2/A549_dBet6_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_DMSO_1h_1/A549_DMSO_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_DMSO_1h_2/A549_DMSO_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_DMSO_6h_1/A549_DMSO_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_DMSO_6h_2/A549_DMSO_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_JQ1_1h_1/A549_JQ1_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_JQ1_1h_2/A549_JQ1_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_JQ1_6h_1/A549_JQ1_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_dBet6_1h_1/HAP1_dBet6_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_dBet6_1h_2/HAP1_dBet6_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_dBet6_6h_1/HAP1_dBet6_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_dBet6_6h_2/HAP1_dBet6_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_DMSO_1h_1/HAP1_DMSO_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_DMSO_1h_2/HAP1_DMSO_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_DMSO_6h_1/HAP1_DMSO_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_DMSO_6h_2/HAP1_DMSO_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_JQ1_1h_1/HAP1_JQ1_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_JQ1_1h_2/HAP1_JQ1_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_JQ1_6h_1/HAP1_JQ1_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_JQ1_6h_2/HAP1_JQ1_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/outlier_HAP1_dBet6_1h_1/outlier_HAP1_dBet6_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_dBet6_1h_2/K562_dBet6_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_dBet6_6h_1/K562_dBet6_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_dBet6_6h_2/K562_dBet6_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_DMSO_1h_1/K562_DMSO_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_DMSO_1h_2/K562_DMSO_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_DMSO_6h_1/K562_DMSO_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_DMSO_6h_2/K562_DMSO_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_JQ1_1h_1/K562_JQ1_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_JQ1_1h_2/K562_JQ1_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_JQ1_6h_1/K562_JQ1_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_JQ1_6h_2/K562_JQ1_6h_2.small.single.cutadapt.sorted.bam
ENSG00000264659.1	chr17;chr17	74672712;74677349	74672982;74677600	-;-	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186074.18	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	74694311;74694311;74694317;74694317;74694318;74694814;74695037;74695037;74695725;74695725;74695725;74695725;74695725;74695725;74695725;74695725;74695753;74696195;74696195;74696195;74696195;74696195;74696195;74698369;74698369;74698369;74698369;74698369;74698369;74698576;74703035;74703035;74703035;74703035;74703035;74703035;74703035;74703035;74703035;74704352;74704478;74704478;74704478;74704478;74704478;74704478;74704478;74704478;74704478;74705204;74705204;74705204;74705204;74705204;74705204;74712824;74712824;74712824;74712824;74712824	74695251;74695251;74695251;74695251;74695251;74695251;74695251;74695251;74695859;74695859;74695859;74695859;74695859;74695859;74695859;74695859;74695859;74696217;74696217;74696217;74696217;74696217;74696217;74698481;74698481;74698481;74698481;74698481;74698481;74698621;74703098;74703098;74703143;74703143;74703098;74703098;74703143;74703098;74703098;74704816;74704816;74704816;74704816;74704816;74704816;74704816;74704816;74704816;74704816;74705255;74705310;74705255;74705377;74705255;74705310;74712978;74712925;74712954;74712978;74712941	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0
ENSG00000266036.1	chr17;chr17	74747319;74748573	74747543;74748912	-;-	565	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0	1	1	0	1
ENSG00000284186.1	chr17	74748613	74748699	+	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109062.11	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	74748652;74748652;74762003;74762012;74763030;74763367;74763367;74763428;74766936;74766936;74766936;74768147;74768147;74768147;74768147;74768147;74768468;74768468;74768468;74768468;74768468	74749287;74749287;74762173;74762173;74763520;74763520;74763520;74763520;74766976;74766976;74766976;74768236;74768236;74768236;74768236;74768236;74769353;74768582;74768559;74768803;74769296	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2315	587	583	583	523	607	649	719	732	648	659	2313	2313	1492	1424	826	745	1209	1734	1397	1403	1813	1832	2968	2919	1646	1670	1183	1339	1529	1332	1487	1908	2167	1830	3119	2810
ENSG00000109065.11	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	74770547;74770567;74770581;74771389;74771558;74771625;74771660;74771691;74771695;74771728;74771764;74771768;74771794;74771960;74771960;74771960;74771960;74771960;74771960;74771960;74771960;74771960;74771960;74771960;74772031;74772175;74772218;74772218;74772218;74772218;74772218;74772218;74772218;74772218;74772218;74772238;74772266;74772272;74772275;74772295;74772442;74772483;74772673;74772777;74772896;74772896;74772896;74772896;74772896;74772896;74772896;74772896;74772896;74772896;74772896;74772896;74772896;74772896;74772896;74772896;74772896;74772896;74772896;74772896;74772903;74772994;74773311;74773354;74773576;74773576;74773576;74773576;74773576;74773576;74773576;74773576;74773576;74773576;74773576;74773576;74773576;74773576;74773576;74773576;74773576;74773576;74773576;74773576;74773576;74773576;74773576;74773609;74773866;74773866;74773866;74773993;74775360;74775599;74775622;74775622;74775622;74775622;74775622;74775622;74775622;74775622;74775622;74775622;74775622;74775622;74775622;74775622;74775622;74775622;74775622;74775622;74775622;74775622;74775622;74775622;74775622;74776036;74776267;74776267;74776267;74776267;74776267;74776267;74776267;74776267;74776267;74776267;74776267;74776267;74776267;74776267;74776267;74776267;74776267;74776267;74776267;74776267;74776267;74776267;74776271;74776309	74771858;74771858;74771858;74771858;74771858;74771858;74771858;74771858;74771858;74771834;74771834;74771858;74771858;74772054;74771977;74772039;74772054;74772117;74772469;74772054;74772395;74772054;74772054;74772277;74772277;74772395;74772277;74772277;74772277;74772277;74772277;74772277;74772277;74772277;74772277;74772277;74772395;74772277;74772395;74772395;74772576;74772576;74773039;74773039;74773039;74773039;74773039;74773039;74773039;74773039;74773039;74773039;74773039;74773039;74773039;74773039;74773039;74773039;74773039;74773039;74773039;74773039;74773039;74773039;74773039;74773685;74773688;74773685;74773685;74773688;74773685;74773685;74773688;74773688;74773685;74773685;74773688;74773688;74773688;74773685;74773688;74773685;74773688;74773688;74773685;74773688;74773688;74773688;74773685;74773685;74773685;74773685;74774099;74773939;74774055;74774055;74775707;74775707;74775707;74775707;74775707;74775707;74775707;74775707;74775707;74775707;74776128;74775707;74775707;74775707;74775707;74775852;74775707;74775707;74775707;74775707;74775707;74775707;74775707;74775852;74775707;74776093;74776337;74776367;74776339;74776323;74776345;74776304;74776337;74776331;74776351;74776323;74776324;74776342;74776367;74776365;74776345;74776367;74776331;74776298;74776336;74776345;74776351;74776323;74776361;74776331	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4049	823	708	701	877	781	867	953	921	772	702	987	995	769	708	459	435	752	942	1120	863	841	925	1172	1167	1289	1270	644	734	1094	1083	1844	1956	1660	1386	1623	1354
ENSG00000109066.13	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	74776483;74776499;74776500;74776500;74776509;74776520;74777264;74777264;74777264;74777264;74777264;74777267;74777578;74785482;74785482;74785482;74785482;74788789;74788789;74788789;74788789;74790200;74790200;74790200;74790200;74790200;74790956;74790956;74790956;74790956;74790956;74795012;74795012;74795012;74795012;74795012;74795524;74795524;74795524;74795524;74795524;74819750;74819750;74819750;74819750;74835927;74835927;74837099;74837590;74838887;74838887	74776577;74776577;74776577;74776577;74776577;74776577;74777375;74777375;74777375;74777375;74777375;74777375;74777738;74785603;74785680;74785603;74785603;74788870;74788870;74788870;74788870;74790296;74790296;74790296;74790296;74790296;74791036;74791036;74791036;74791036;74791036;74795111;74795111;74795111;74795111;74795111;74795632;74795632;74795589;74795632;74795632;74819843;74819843;74819843;74819843;74839753;74839779;74837353;74837908;74839752;74839751	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4983	1099	1066	1302	1257	1061	1166	1109	1189	1174	1076	1435	1493	794	776	727	614	615	829	915	926	889	902	1307	1308	753	774	814	932	591	582	1134	1395	896	816	1902	1571
ENSG00000161509.13	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	74842023;74843364;74844032;74844276;74844276;74846066;74846066;74846066;74846760;74846760;74846760;74847308;74847308;74847852;74847852;74847852;74849780;74849780;74849780;74850206;74850206;74850206;74850556;74850556;74850556;74851577;74851577;74852013;74852013;74852074;74853517;74854694;74854694;74859744;74859744;74860449;74860449;74861428	74843553;74843553;74844508;74844508;74844508;74846253;74846253;74846253;74846920;74847537;74846920;74847537;74847537;74847977;74847977;74847977;74849933;74849933;74849933;74850371;74850371;74850371;74850767;74850767;74855107;74851691;74851691;74852611;74852611;74852611;74855107;74855107;74855107;74859875;74859872;74860841;74860535;74861504	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8574	10	10	6	8	10	15	11	9	11	7	1	3	9	10	12	9	13	13	3	3	5	14	0	0	11	15	4	9	6	13	11	17	23	19	7	4
ENSG00000161513.11	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	74862497;74862497;74862498;74862498;74862499;74862501;74862501;74862505;74862518;74862542;74862544;74862609;74863076;74863076;74863076;74863076;74863076;74863076;74863076;74863076;74863076;74863076;74863076;74863076;74863896;74863896;74863896;74863896;74863896;74863896;74863896;74863896;74863896;74863896;74863896;74864148;74864148;74864148;74864148;74864148;74864148;74864148;74864148;74864148;74864148;74864148;74864276;74864480;74864480;74864480;74864480;74864480;74864480;74864480;74864480;74864480;74864480;74864480;74864824;74864824;74864824;74864824;74864824;74864824;74864824;74864824;74864824;74864824;74864824;74864824;74864824;74864896;74865719;74865719;74865719;74865719;74865719;74865719;74865719;74865719;74865719;74865719;74865719;74865719;74865719;74865719;74866131;74866131;74866131;74866131;74866131;74866131;74866131;74866131;74866131;74866131;74866131;74866131;74866131;74866131;74866131;74866137;74866181;74866209;74866446;74866446;74866446;74866446;74866446;74866446;74866446;74866446;74866446;74866446;74866446;74866446;74866446;74866446;74866446;74866446;74866512;74866784;74866784;74866784;74866784;74866784;74866784;74866784;74866784;74866784;74866784;74866784;74866784;74866784;74866784;74866784;74866784;74866784;74866784;74868230;74868545;74868545;74869950;74872036;74872036;74872036;74872036;74872036;74872036;74872036;74872036;74872036;74872036;74872036;74872036;74872036;74872036;74872036;74872036;74872198;74872243;74872378;74872755;74872769;74872769;74872769;74872769;74872866;74872866;74872866;74872866;74872866;74872866;74872866;74872866;74872866;74872866;74872866	74862947;74862947;74862947;74862947;74862947;74862947;74862947;74862947;74862947;74862947;74862947;74862947;74863246;74863246;74863246;74863246;74863246;74863246;74863246;74863246;74863246;74863246;74863246;74863246;74864067;74864067;74864067;74864067;74864347;74864067;74864067;74864067;74864067;74864067;74864067;74864345;74864347;74864347;74864347;74864347;74864347;74864347;74864347;74864347;74864347;74864347;74864347;74864564;74864564;74864564;74864564;74864564;74864564;74864564;74864564;74864564;74864564;74864564;74864931;74864931;74864931;74864931;74864949;74864931;74864931;74864931;74864931;74864931;74864931;74864931;74864931;74864931;74865820;74865820;74865820;74865820;74865820;74865820;74865820;74865820;74865820;74865820;74865820;74865820;74865820;74865820;74866244;74866244;74866244;74866244;74866244;74866244;74866244;74866244;74866244;74866244;74866244;74866244;74866244;74866244;74866244;74866244;74866244;74866244;74866568;74866544;74866568;74866568;74866568;74866568;74866568;74866568;74866544;74866568;74866568;74866568;74866568;74866568;74866544;74866568;74866876;74866879;74867005;74866876;74866898;74866879;74866876;74866876;74867005;74866876;74866879;74866876;74866879;74866879;74866876;74866876;74866879;74866879;74866876;74868473;74868753;74868631;74870102;74872133;74872133;74872133;74872107;74872107;74872133;74872133;74872107;74872133;74872133;74872133;74872133;74872133;74872133;74872133;74872133;74872316;74873006;74872686;74872974;74872968;74872942;74872974;74872976;74872974;74873013;74872974;74872977;74872976;74872968;74873015;74873031;74872961;74872985;74873023	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3599	952	908	1348	1383	998	1107	1083	1008	1068	1025	1659	1719	1179	959	1448	1267	1241	1417	1119	1061	1008	1153	1028	1051	1234	1159	1430	1597	1091	1066	946	1142	1498	1328	1324	1184
ENSG00000172782.11	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	74877299;74877352;74877918;74879042;74879404;74879404;74879404;74881068;74881068;74881068;74882530;74882530;74882530;74882530;74882586;74892523;74892523;74893352;74893352;74893352;74893581	74878477;74878477;74878477;74879583;74879583;74879583;74879583;74881255;74881255;74881255;74882884;74882704;74882710;74882710;74882710;74892689;74892689;74893610;74893781;74893526;74893607	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2861	0	0	0	0	0	0	0	0	0	0	0	0	28	23	17	20	23	25	9	9	28	34	2	6	0	2	0	0	0	2	2	0	0	0	0	1
ENSG00000182040.8	chr17;chr17;chr17;chr17;chr17;chr17	74916084;74917916;74919454;74919454;74922910;74922910	74918076;74918076;74920671;74920618;74923256;74923256	-;-;-;-;-;-	3558	0	0	1	0	0	0	2	0	2	0	0	0	13	16	2	2	9	16	16	10	9	8	6	1	17	26	2	1	16	20	20	13	29	24	8	13
ENSG00000183034.12	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	74924275;74924275;74924600;74924600;74924603;74925556;74925556;74925556;74927223;74927223;74927223;74927665;74927665;74930279;74930279;74933375;74933375	74924333;74924333;74924945;74924945;74924945;74925692;74925692;74925692;74928045;74927281;74927281;74927798;74927798;74931153;74931153;74933911;74933912	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2778	0	0	0	0	0	0	0	0	1	0	1	0	0	1	3	1	0	0	0	0	0	0	0	0	6	1	9	14	1	0	0	0	1	0	0	0
ENSG00000182938.5	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	74935719;74935802;74941393;74941426;74941901;74941901;74943286;74943286;74943606;74943606;74946661;74946661;74949246;74949246	74935940;74935907;74941809;74941809;74942037;74942037;74943344;74943344;74943724;74943724;74947475;74947475;74949992;74949416	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
