# Program:featureCounts v2.0.1; Command:"featureCounts" "-s2" "-T" "4" "-a" "annotation/hg38.small.gtf.gz" "-o" "rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.featurecounts.txt" "rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.small.single.cutadapt.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.small.single.cutadapt.sorted.bam
ENSG00000221739.1	chr17	48156427	48156511	-	85	0
ENSG00000263787.1	chr17;chr17;chr17	48185938;48203664;48203992	48186018;48203731;48204529	+;+;+	687	0
ENSG00000207306.1	chr17	48196680	48196786	-	107	0
ENSG00000235300.4	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	48294335;48294347;48294347;48294366;48294375;48295546;48307328;48307331;48307331;48307331;48307933	48294343;48294515;48294364;48294515;48294515;48295605;48307399;48307700;48307829;48307666;48308762	+;+;+;+;+;+;+;+;+;+;+	1570	0
ENSG00000266222.1	chr17;chr17	48377262;48380183	48377406;48380370	-;-	333	0
ENSG00000200538.2	chr17	48382371	48382586	-	216	0
ENSG00000264451.1	chr17;chr17	48460370;48465447	48460476;48466040	+;+	701	1
ENSG00000206805.1	chr17	48479097	48479198	+	102	0
ENSG00000120094.7	chr17;chr17;chr17;chr17;chr17	48528526;48528526;48529497;48530328;48530328	48529875;48529875;48530910;48531001;48530997	-;-;-;-;-	2476	0
ENSG00000173917.10	chr17;chr17;chr17;chr17;chr17;chr17	48540894;48542655;48542955;48543159;48543874;48544521	48541631;48543747;48543146;48543747;48543909;48544989	-;-;-;-;-;-	2336	52
ENSG00000230148.8	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	48543551;48544351;48545121;48545495;48545495;48545509;48546692;48548375;48548375;48548375;48549889;48549889;48549889;48550340;48550340;48550340;48550929;48550929;48551024	48543637;48544412;48545357;48546087;48545564;48545564;48546739;48548463;48548463;48548463;48549946;48549946;48549946;48550402;48550402;48550402;48551248;48551076;48551250	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1559	21
ENSG00000120093.11	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	48548870;48549812;48549885;48550006;48550257;48550267;48550268;48550334;48551141;48552027;48552027;48552027;48552027;48552027;48552027;48552027;48552027;48554285;48555391;48555531;48555531;48555531;48555531;48555531;48555531;48555531;48556420;48556774;48573837;48573837;48573837;48573837;48573837;48573837;48573928;48573982;48575043;48575043;48578407;48579294;48582292;48590125;48590125;48590125;48590125;48604480	48551181;48551181;48551181;48551181;48551178;48551181;48551181;48551181;48551181;48553922;48552090;48552487;48552632;48552632;48552360;48552360;48552360;48554840;48555618;48555618;48555618;48555618;48555618;48555618;48555618;48555618;48556521;48556943;48574014;48574014;48574023;48574487;48574014;48574014;48574014;48574014;48575208;48575550;48578463;48579357;48582622;48590241;48590238;48590235;48590272;48604912	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7456	88
ENSG00000233101.10	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	48549630;48549889;48590420;48590442;48590477;48590481;48592292;48592313;48592320;48595958;48595960;48595960;48595980;48596439;48600447;48600447;48600447;48600447;48600447;48600447;48600447;48600447;48601428;48601428;48601428;48601428;48602075;48602075;48602075;48602075;48602075;48602075;48602075;48602079;48602138;48602491;48603927;48603927;48603927;48603927;48603927;48606132;48606132;48606132;48606132;48606132	48549648;48549946;48590589;48590589;48590589;48590589;48592364;48592364;48592364;48596123;48596123;48596123;48596123;48596577;48600545;48600545;48600545;48600545;48600545;48600545;48600545;48600545;48601892;48601663;48601663;48601921;48602332;48602332;48602108;48602337;48602338;48602331;48602337;48602335;48602232;48602518;48604046;48604046;48604046;48604046;48604046;48606393;48606394;48606394;48606414;48606394	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1913	0
ENSG00000239552.2	chr17;chr17	48557262;48559586	48557358;48560333	+;+	845	0
ENSG00000182742.5	chr17;chr17	48575513;48577863	48577020;48580111	-;-	3757	14
ENSG00000257178.5	chr17	48579630	48582259	-	2630	1
ENSG00000284038.1	chr17	48579838	48579947	-	110	0
ENSG00000120075.5	chr17;chr17	48591257;48593121	48592456;48593961	-;-	2041	71
ENSG00000108511.9	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	48595751;48595753;48596528;48596909;48597736;48597736;48598211;48603715;48604480;48604480;48604862	48596672;48596672;48596672;48597134;48598260;48598228;48598260;48604132;48604615;48604992;48604972	-;-;-;-;-;-;-;-;-;-;-	2604	241
ENSG00000260027.4	chr17;chr17;chr17;chr17;chr17;chr17	48607227;48607627;48607716;48608229;48610519;48633514	48608095;48608095;48608095;48608326;48611020;48633572	-;-;-;-;-;-	1528	183
ENSG00000120068.6	chr17;chr17;chr17;chr17;chr17;chr17	48611377;48612346;48613188;48613206;48614281;48614281	48611604;48613509;48613506;48613479;48614939;48614704	-;-;-;-;-;-	2051	33
ENSG00000170689.9	chr17;chr17	48621159;48625753	48623135;48626356	-;-	2581	433
ENSG00000242207.1	chr17;chr17;chr17;chr17	48628675;48629549;48634551;48634551	48628858;48629651;48634661;48634932	+;+;+;+	669	0
ENSG00000210741.1	chr17	48632490	48632559	-	70	1
ENSG00000272763.1	chr17;chr17;chr17;chr17;chr17;chr17;chr17	48635923;48636538;48636546;48636868;48639086;48639086;48646605	48636773;48636773;48636773;48636993;48639285;48639110;48647023	-;-;-;-;-;-;-	1596	56
ENSG00000244649.4	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	48646923;48646929;48652389;48652389;48652871;48652871;48680889;48680947;48682553;48683239;48683239;48683239;48683367;48687497;48700612;48700612;48704001;48704001;48704001;48704001;48704001;48705203;48706059;48706059	48646954;48646954;48652433;48652433;48652974;48652974;48681012;48681012;48682656;48683417;48683417;48683417;48683417;48687710;48700696;48700696;48705683;48704837;48704245;48704212;48704422;48705350;48707346;48706330	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3858	95
ENSG00000244559.1	chr17	48690481	48690624	-	144	0
ENSG00000242067.1	chr17	48691116	48691694	-	579	476
ENSG00000241788.2	chr17	48713730	48713959	+	230	0
ENSG00000159182.4	chr17;chr17	48721719;48722318	48721899;48722522	-;-	386	0
ENSG00000229637.3	chr17;chr17;chr17;chr17	48723168;48723692;48724328;48724328	48723313;48723771;48724758;48724751	+;+;+;+	657	0
ENSG00000273750.1	chr17	48723188	48723314	+	127	0
ENSG00000277542.1	chr17	48723692	48723772	+	81	0
ENSG00000263602.1	chr17	48724408	48724475	-	68	0
ENSG00000159184.7	chr17;chr17	48724763;48727993	48727043;48729178	-;-	3467	56
ENSG00000242407.1	chr17;chr17	48733091;48733389	48733122;48733888	+;+	532	0
ENSG00000170703.15	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	48762235;48762241;48762241;48762241;48762243;48768989;48768989;48768989;48769728;48769728;48769728;48784923;48784923;48784923;48784923;48784923;48786164;48786164;48786164;48786164;48786164;48786249;48787789;48787811;48787811;48787811;48787811;48787811;48789931;48789931;48789931;48789931;48789931;48789931;48791378;48791378;48791378;48791378;48791378;48794204;48794204;48794204;48796061;48796061;48796061;48797061;48797061;48797061;48797130;48799604;48799604;48799604;48799604;48800072;48801255;48801255;48801255;48801255;48801525;48801525;48801525;48801525;48801559;48803891;48803891;48803891;48803891;48803891;48804772;48804772;48804772;48806174;48812162;48815334;48815334;48815782;48816970;48816970;48816970;48816970;48816970	48762973;48762973;48762973;48762973;48762973;48769254;48769254;48769254;48770097;48770097;48770097;48785201;48785201;48785201;48785201;48785201;48786335;48786335;48786335;48786335;48786335;48786335;48787999;48787999;48787999;48787999;48787999;48787999;48790106;48790106;48790106;48790106;48790106;48790106;48791603;48791603;48791603;48791603;48791603;48794294;48794334;48794334;48796146;48796146;48796146;48797204;48797204;48797204;48797204;48799760;48799760;48799760;48799760;48800278;48801385;48801385;48801385;48801385;48801643;48801643;48801643;48801643;48801643;48804991;48804523;48803928;48803986;48803928;48804991;48804991;48804991;48806269;48812267;48815398;48815398;48815851;48817111;48817077;48817141;48817214;48817053	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5097	3
ENSG00000244514.3	chr17	48765554	48765847	-	294	0
ENSG00000136436.14	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	48830988;48831018;48831026;48831034;48831035;48831035;48831035;48831035;48831035;48831035;48831035;48831037;48831043;48831045;48831056;48831228;48839376;48839376;48841563;48841698;48841698;48841698;48841698;48841698;48841698;48841698;48841698;48841698;48841698;48841698;48841698;48841698;48841774;48842201;48842201;48843903;48843903;48846034;48846443;48847724;48848064;48848064;48848064;48848064;48848064;48848064;48848064;48848064;48848064;48848064;48848064;48848064;48848064;48848064;48848209;48848322;48848322;48848322;48848322;48848322;48848322;48848322;48848322;48848322;48848322;48848322;48848322;48848322;48848801;48849252;48849252;48849252;48849252;48849252;48849252;48849252;48849252;48849252;48850982;48851089;48851089;48851089;48851089;48851089;48851089;48851089;48851089;48851089;48851101;48851207;48851559;48851559;48851559;48851559;48851559;48851559;48851559;48851559;48851559;48851603;48852340;48852506;48852506;48852506;48852506;48852506;48852506;48852506;48852506;48852506;48852506;48852926;48852926;48852926;48852926;48852926;48852926;48852926;48852926;48852926;48852961;48855803;48856092;48856092;48856092;48856092;48856092;48856092;48856092;48856092;48856101;48856579;48860314;48860314;48860314;48860314;48860314;48860314;48860314;48862276;48862276;48862276;48862276;48862276;48862276;48862276;48862838;48862838;48862838;48862838;48862838;48862838;48862838;48865085;48866050	48831078;48831078;48831078;48831078;48831078;48831078;48831078;48831078;48831078;48831078;48831078;48831078;48831078;48831078;48831078;48831876;48839511;48839511;48841887;48841887;48841887;48841887;48841887;48841887;48841887;48841887;48841887;48841887;48841887;48841887;48842662;48841887;48841887;48842534;48842294;48844026;48844026;48846096;48846514;48848166;48848245;48848166;48848166;48848166;48848082;48848166;48848166;48848166;48848166;48848562;48848166;48848166;48848166;48848166;48848455;48848455;48848455;48848336;48848455;48848455;48848401;48848455;48848455;48848455;48848455;48848455;48848443;48848455;48848827;48849377;48849377;48849377;48849377;48849377;48849377;48849269;48849377;48849377;48851177;48851177;48851177;48851177;48851177;48851124;48851133;48851177;48851177;48851177;48851177;48851628;48851628;48851628;48851628;48851628;48851628;48851628;48851628;48851698;48851628;48851628;48852628;48852628;48852645;48852628;48852628;48852628;48852628;48852858;48852628;48852628;48852628;48853012;48853012;48853035;48853012;48853012;48853012;48853012;48853235;48853012;48853012;48856267;48856187;48856187;48856174;48856187;48856187;48856187;48856187;48856187;48856187;48856616;48860449;48860360;48860449;48860449;48860449;48860449;48860449;48862304;48862304;48862304;48862304;48862304;48862304;48862304;48863221;48863196;48863125;48865245;48863174;48863050;48863453;48865285;48866522	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8333	1116
ENSG00000248278.1	chr17;chr17;chr17;chr17;chr17	48874860;48874914;48879264;48892247;48908939	48875039;48875198;48879345;48892677;48908983	-;-;-;-;-	897	46
ENSG00000212565.1	chr17	48880840	48880967	+	128	0
ENSG00000248895.1	chr17	48881122	48881316	+	195	0
ENSG00000159199.13	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	48892765;48892767;48892797;48892802;48892817;48892817;48892854;48893313;48893409;48893409;48893409;48893409;48893409;48893409;48894167;48894349;48894372;48894372;48894372;48894372;48894372;48894861;48895156;48895156;48895156;48895156;48895156;48895156;48895156;48895156;48895183;48895655;48895655;48895655;48895655;48895655;48895655;48895655;48895655	48892840;48892840;48892840;48892840;48892910;48892840;48893125;48893456;48893456;48893456;48895334;48893456;48893456;48893456;48894449;48894449;48894449;48894449;48894449;48894449;48894449;48894897;48895349;48895334;48895334;48895334;48895334;48895334;48895334;48895334;48895334;48895868;48895871;48895871;48895871;48895861;48895869;48895871;48895871	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2615	2190
ENSG00000270781.1	chr17;chr17	48899131;48899549	48899231;48899748	+;+	301	148
ENSG00000159202.17	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	48908369;48908473;48908716;48910348;48910690;48910808;48910808;48911179;48912834;48912834;48912834;48915720;48916076;48916076;48916076;48916076;48916076;48916076;48921160;48921160;48921160;48921160;48921160;48921160;48921202;48922847;48922847;48922847;48922847;48922847;48922847;48926964;48926964;48926964;48926964;48926964	48908820;48908820;48908820;48910880;48910880;48910880;48910880;48913021;48912965;48913021;48913021;48916187;48916187;48916187;48916187;48916123;48916187;48916187;48921272;48921272;48921272;48921272;48921272;48921272;48921272;48923097;48922937;48922937;48922937;48922937;48922937;48927103;48929054;48929056;48927155;48927054	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5753	4765
ENSG00000159210.9	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	48929316;48930371;48930371;48930374;48930381;48930388;48930390;48930426;48930429;48930504;48931643;48931643;48931643;48931643;48931643;48931643;48931643;48931643;48931643;48931643;48931643;48931643;48933205;48933205;48933205;48933205;48933205;48933205;48933205;48933205;48933205;48933205;48934479;48935703;48936034;48936041;48936131;48936131;48936170;48936170;48936170;48936170;48936170;48936170;48936656;48936855;48936855;48936855;48936996;48937020;48937020;48937020;48937020;48937020;48937020;48937020;48937020;48937109;48937281;48940924;48940924;48940924;48940924;48940924;48940924;48940924;48940924;48940924;48943925;48943925;48943925;48943925;48943925;48943925;48943925;48943925;48943925;48943925;48943925;48944681;48944681;48944681;48944681;48944681;48944681;48944681;48944681;48944681;48944681	48930612;48930612;48930612;48930612;48930612;48930612;48930612;48930612;48930612;48930612;48931717;48931717;48931717;48931717;48931717;48931717;48931714;48931717;48931717;48931717;48933318;48931717;48933591;48933346;48933346;48933346;48933346;48933346;48933346;48933346;48933346;48933346;48934576;48936242;48936242;48936242;48936242;48936242;48936242;48936242;48936242;48936242;48936242;48936242;48937124;48937054;48936933;48937107;48937124;48937239;48937124;48937124;48937124;48937124;48937124;48937124;48937124;48937118;48937291;48941062;48941062;48941062;48941062;48941062;48941062;48941062;48941062;48941062;48943975;48943975;48943975;48943975;48944139;48943975;48943975;48943975;48943975;48943975;48943975;48944806;48944811;48944810;48944806;48945117;48944825;48944747;48944831;48944708;48944733	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5270	2165
ENSG00000230532.1	chr17;chr17;chr17	48931791;48933016;48936979	48931899;48933267;48937100	+;+;+	483	23
ENSG00000200903.1	chr17	48949361	48949520	-	160	0
ENSG00000238804.1	chr17	48956650	48956753	-	104	0
ENSG00000159224.4	chr17;chr17;chr17;chr17;chr17;chr17	48958554;48960886;48961727;48964310;48967147;48968517	48958716;48960987;48961819;48964480;48967253;48968596	-;-;-;-;-;-	716	37
ENSG00000250838.1	chr17;chr17;chr17	48995266;48996418;48997456	48995582;48996491;48997492	-;-;-	428	12
ENSG00000159217.9	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	48997412;48997486;48997746;48997763;48999109;48999109;48999109;48999109;49004601;49013917;49025618;49025618;49025618;49025618;49026392;49026466;49026466;49026466;49026466;49031910;49031910;49031910;49031910;49031910;49036550;49036550;49038168;49038168;49039957;49041378;49041378;49042242;49042242;49043428;49043428;49043967;49043967;49044991;49044991;49045890;49045890;49046260;49046260;49049352;49049352	48997920;48997920;48997920;48997920;48999169;48999169;48999169;48999169;49004858;49014035;49025666;49025666;49025666;49025666;49026517;49026517;49026517;49026517;49026517;49031973;49031973;49031973;49031973;49031973;49036833;49036933;49038449;49038438;49040091;49041500;49041500;49042377;49042377;49043550;49043550;49044086;49044086;49045065;49045065;49046021;49046021;49046373;49046373;49049444;49055650	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9109	2097
ENSG00000251461.3	chr17;chr17;chr17;chr17	49004731;49012443;49012936;49013545	49004806;49012526;49013026;49013725	-;-;-;-	432	0
ENSG00000255851.2	chr17	49017793	49018061	-	269	0
ENSG00000252636.1	chr17	49036352	49036455	+	104	0
ENSG00000251550.1	chr17	49037122	49037429	+	308	10
ENSG00000248883.2	chr17;chr17	49085511;49086547	49085661;49086702	+;+	307	0
ENSG00000167080.8	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	49132460;49132769;49132967;49141247;49141247;49141247;49142035;49142035;49142035;49152800;49152800;49152800;49156566;49156566;49156566;49159037;49159037;49159037;49160555;49160555;49160555;49164088;49164088;49164088;49166114;49166114;49166114;49168681;49168681;49168681;49169523;49169523;49169523	49132510;49132806;49133219;49141447;49141447;49141447;49142172;49142172;49142172;49152906;49152906;49152906;49156603;49156603;49156603;49159217;49159217;49159217;49160641;49160641;49160641;49164275;49164275;49164275;49166254;49166254;49166254;49168900;49168900;49168900;49176840;49169874;49169989	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8961	81
ENSG00000240995.2	chr17;chr17	49148339;49149078	49148772;49149111	-;-	468	0
ENSG00000167083.6	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	49202791;49206229;49206389;49206579;49206645;49206757;49206777;49207339;49207339;49207339;49207339;49207339;49207339;49208845;49208845;49208845;49208845;49208845;49208845;49209207;49209243;49209353;49210444	49203032;49206882;49206882;49206882;49206882;49206882;49206882;49207444;49207444;49207444;49207444;49207444;49207444;49209217;49208912;49208954;49208954;49208954;49208954;49209385;49209400;49209400;49210574	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1689	4
ENSG00000108798.8	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	49210227;49210411;49216531;49216531;49217739;49217739;49219540;49219540;49219563;49219858;49219858;49219858;49219858;49220169;49220169;49220169;49220169;49222070;49222070;49222091;49222091;49222552;49222552;49222552	49210841;49210841;49216698;49216680;49217915;49217915;49219625;49219625;49219625;49219953;49219953;49219953;49219953;49220326;49220326;49220326;49220326;49222562;49222225;49222225;49222225;49223007;49223036;49223225	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2456	0
ENSG00000173868.11	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	49223362;49223370;49223660;49224439;49224791;49224791;49224800;49225656;49226647;49226647;49226647;49226647;49226647;49226647;49226647;49229074;49230468;49230468;49230468;49230468;49230577	49225004;49225131;49225131;49225004;49225004;49225131;49225131;49225777;49226758;49226758;49226758;49226761;49226758;49226758;49226754;49229142;49230766;49230528;49230747;49230738;49230766	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2375	3
ENSG00000177369.8	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	49248239;49248243;49248256;49252246;49252246;49252246;49252854;49254691;49258433	49248302;49248302;49248302;49252674;49252674;49252694;49252918;49256449;49258662	+;+;+;+;+;+;+;+;+	2567	0
ENSG00000273500.1	chr17	49288346	49288454	-	109	0
ENSG00000198740.8	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	49289206;49289208;49289729;49294565;49295999;49298106;49311312;49311312;49311312;49311927;49311927;49311927;49312698;49312698;49312698;49316826;49316826;49317366;49322385;49361909;49361909;49362413	49289659;49291695;49289860;49298924;49298924;49298924;49311456;49311456;49311456;49312042;49312042;49312042;49312845;49312845;49312845;49317983;49317983;49317983;49322508;49362116;49361993;49362473	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8810	265
ENSG00000248714.6	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	49361165;49361189;49362382;49364279;49364279;49364279;49365699;49365699;49369799	49361221;49361221;49362517;49364349;49364349;49364349;49366092;49366115;49369998	+;+;+;+;+;+;+;+;+	881	0
ENSG00000262039.1	chr17;chr17;chr17	49370740;49373013;49476877	49370935;49373086;49476988	+;+;+	382	0
ENSG00000250948.1	chr17;chr17	49375380;49379980	49375509;49380094	+;+	245	0
ENSG00000186244.7	chr17	49400429	49400800	-	372	0
